#{"t_start": 1734272479.7047734, "env_id": "Pendulum-v1"}
r,l,t
-759.593798,200,1.098301
-749.420452,200,1.183595
-893.723917,200,1.268708
-1183.566828,200,1.353331
-980.336478,200,1.441108
-1076.833888,200,2.04375
-1281.108691,200,2.128435
-875.297798,200,2.217341
-855.066601,200,2.30333
-1740.309088,200,2.387975
-964.237233,200,2.947299
-1306.050154,200,3.032336
-1394.769166,200,3.118569
-1531.021556,200,3.203468
-889.217595,200,3.288239
-772.111331,200,3.975772
-1602.852612,200,4.06285
-1329.53477,200,4.147586
-821.025686,200,4.232539
-759.720675,200,4.317554
-1031.43244,200,4.876088
-1610.993165,200,4.961634
-1610.225907,200,5.046522
-1404.31003,200,5.131716
-1194.570843,200,5.218181
-1330.209602,200,5.78415
-989.269045,200,5.868855
-1324.112217,200,5.955038
-1293.39278,200,6.041547
-1505.985924,200,6.126844
-1323.64134,200,6.687921
-968.894346,200,6.773627
-1229.171542,200,6.860559
-1344.6127,200,6.945807
-1600.699119,200,7.030917
-1247.694305,200,7.591446
-967.728151,200,7.679232
-1492.977632,200,7.764988
-1408.619749,200,7.849849
-1069.012015,200,7.93494
-1077.560867,200,8.49987
-1230.853364,200,8.584925
-864.168972,200,8.670439
-1421.986492,200,8.755631
-867.432351,200,8.841833
-1073.449084,200,9.417337
-975.214768,200,9.503748
-1039.177525,200,9.589706
-1425.253204,200,9.67886
-1220.041191,200,9.765258
-955.215943,200,11.724445
-968.12911,200,12.961114
-1661.638162,200,14.337645
-1446.945031,200,15.793534
-1507.976895,200,17.244444
-1552.281128,200,19.171722
-1205.042497,200,20.618107
-1638.131038,200,22.079464
-1609.849907,200,23.543005
-1627.269829,200,24.999566
-1574.068017,200,26.929009
-1515.106156,200,28.383417
-1515.503719,200,29.830533
-1536.437999,200,31.285742
-1064.567902,200,32.73678
-1597.275375,200,34.683283
-1385.117322,200,36.133649
-1511.080848,200,37.580697
-1172.762541,200,39.025691
-1616.18032,200,40.489636
-1464.305976,200,42.418483
-1536.604285,200,43.869089
-1634.558744,200,45.287458
-1302.887965,200,46.695797
-1615.473577,200,48.087669
-1512.13898,200,49.957296
-1649.058103,200,51.348435
-836.819145,200,52.740238
-1648.146543,200,54.13423
-1652.705453,200,55.542623
-1295.637397,200,57.453516
-1413.502916,200,58.552893
-1593.959166,200,59.636446
-1397.594659,200,60.714824
-1663.436144,200,61.792177
-1516.571192,200,63.344363
-1161.208822,200,64.421219
-1537.134394,200,65.666238
-1551.190986,200,67.054495
-1321.337466,200,68.44129
-1523.827282,200,70.30647
-1510.81508,200,71.698757
-1509.607267,200,73.088284
-1611.749917,200,74.47296
-1520.180072,200,75.859513
-1506.529126,200,77.730706
-1669.437431,200,79.12411
-1636.332083,200,80.519206
-962.352774,200,81.914275
-1593.669295,200,83.308301
-1406.322586,200,85.179822
-1157.644845,200,86.581345
-1174.889088,200,87.893694
-1664.053214,200,88.970062
-1656.971667,200,90.042337
-1535.199054,200,91.594096
-1402.387438,200,92.664479
-1664.44412,200,93.734593
-1239.303786,200,94.813635
-1634.188156,200,95.891389
-1256.5804,200,97.44651
-1515.034274,200,98.520618
-1056.335574,200,99.596461
-987.203342,200,100.671387
-1512.265444,200,101.751174
-1431.028413,200,103.299103
-1516.47557,200,104.370712
-1631.881629,200,105.468815
-1640.184506,200,106.543818
-1562.591048,200,107.614287
-1143.965516,200,109.166953
-1663.926877,200,110.241653
-1659.268161,200,111.315645
-1092.229818,200,112.39606
-1407.060632,200,113.467329
